cause_id,icd10,icd10_name
337,G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified"
641,Q01.8,Encephalocele of other sites
641,Q01.9,"Encephalocele, unspecified"
641,Q78.4,Enchondromatosis
499,I42.4,Endocardial fibroelastosis
603,N80.6,Endometriosis in cutaneous scar
603,N80.2,Endometriosis of fallopian tube
603,N80.5,Endometriosis of intestine
603,N80.1,Endometriosis of ovary
603,N80.3,Endometriosis of pelvic peritoneum
603,N80.4,Endometriosis of rectovaginal septum and vagina
603,N80.0,Endometriosis of uterus
603,N80.9,"Endometriosis, unspecified"
499,I42.3,Endomyocardial (eosinophilic) disease
375,O99.2,"Endo, nutritional and metabolic diseases compl preg/chldbrth"
708,Y65.3,Endotracheal tube wrongly placed during anesthetic procedure
589,N18.6,End stage renal disease
641,Q84.5,Enlarged and hypertrophic nails
669,H05.4,Enophthalmos
302,A04.6,Enteritis due to Yersinia enterocolitica
408,B95.2,Enterococcus as the cause of diseases classified elsewhere
302,A04.7,Enterocolitis due to Clostridium difficile
302,A04.3,Enterohemorrhagic Escherichia coli infection
318,A04.2,Enteroinvasive Escherichia coli infection
639,M07.6,Enteropathic arthropathies
302,A04.0,Enteropathogenic Escherichia coli infection
485,C86.2,Enteropathy-type (intestinal) T-cell lymphoma
619,K94.1,Enterostomy complications
302,A04.1,Enterotoxigenic Escherichia coli infection
337,A85.0,Enteroviral encephalitis
408,A88.0,Enteroviral exanthematous fever [Boston exanthem]
332,A87.0,Enteroviral meningitis
669,H02.0,Entropion and trichiasis of eyelid
385,P81.0,Environmental hyperthermia of newborn
619,D72.1,Eosinophilia
653,L98.3,Eosinophilic cellulitis [Wells]
541,K20.0,Eosinophilic esophagitis
382,P12.2,Epicranial subaponeurotic hemorrhage due to birth injury
365,A75.0,Epidemic louse-borne typhus fever d/t Rickettsia prowazekii
365,B33.0,Epidemic myalgia
408,B33.0,Epidemic myalgia
408,A88.1,Epidemic vertigo
641,Q81.2,Epidermolysis bullosa dystrophica
641,Q81.1,Epidermolysis bullosa letalis
641,Q81.0,Epidermolysis bullosa simplex
641,Q81.9,"Epidermolysis bullosa, unspecified"
594,N45.1,Epididymitis
594,N45.3,Epididymo-orchitis
545,G40.9,"Epilepsy, unspecified"
545,G40.5,Epileptic seizures related to external causes
669,H04.2,Epiphora
669,H15.1,Episcleritis
641,Q64.0,Epispadias
382,P14.0,Erb's paralysis due to birth injury
680,K03.2,Erosion of teeth
628,M15.4,Erosive (osteo)arthritis
408,A26.9,"Erysipeloid, unspecified"
408,A26.7,Erysipelothrix sepsis
653,L51.9,"Erythema multiforme, unspecified"
653,L08.1,Erythrasma
541,K22.2,Esophageal obstruction
525,I85.0,Esophageal varices
641,Q39.4,Esophageal web
541,K20.9,"Esophagitis, unspecified"
619,K94.3,Esophagostomy complications
669,H50.0,Esotropia
391,E63.0,Essential fatty acid [EFA] deficiency
488,D47.3,Essential (hemorrhagic) thrombocythemia
557,G25.0,Essential tremor
619,E28.0,Estrogen excess
408,B47.0,Eumycetoma
669,H68.0,Eustachian salpingitis
385,P08.0,Exceptionally large newborn baby
708,Y63.0,Excess amount of bld or oth fluid given dur tranfs or infusn
680,K03.0,Excessive attrition of teeth
379,O26.0,Excessive weight gain in pregnancy
680,K08.0,Exfoliation of teeth due to systemic causes
585,F65.2,Exhibitionism
641,Q79.2,Exomphalos
669,H05.2,Exophthalmic conditions
669,H50.1,Exotropia
704,W36.1,Explosion and rupture of aerosol can
704,W36.2,Explosion and rupture of air tank
704,W36.8,Explosion and rupture of other gas cylinder
704,W37.8,"Explosion and rupture of oth pressurized tire, pipe or hose"
704,W36.3,Explosion and rupture of pressurized-gas tank
704,W36.9,Explosion and rupture of unspecified gas cylinder
704,W37.0,Explosion of bicycle tire
704,W40.0,Explosion of blasting material
704,W40.1,Explosion of explosive gases
704,W40.8,Explosion of other specified explosive materials
704,W40.9,Explosion of unspecified explosive materials
695,V93.5,Explosion on board watercraft
699,X08.0,Exposure to bed fire
716,W86.0,Exposure to domestic wiring and appliances
699,X02.0,Exposure to flames in controlled fire in bldg
699,X03.0,"Exposure to flames in controlled fire, not in bldg"
699,X00.0,Exposure to flames in uncontrolled fire in bldg
699,X01.0,"Exposure to flames in uncontrolled fire, not in bldg"
699,X06.2,Exposure to ignition of other clothing and apparel
699,X06.0,Exposure to ignition of plastic jewelry
716,W86.1,"Exposure to industr wiring, appliances and electrical mach"
842,W90.1,Exposure to infrared radiation
842,W90.2,Exposure to laser radiation
699,X06.3,Exposure to melting of other clothing and apparel
699,X06.1,Exposure to melting of plastic jewelry
842,X39.0,Exposure to natural radiation
716,W86.8,Exposure to other electric current
842,W93.8,Exposure to other excessive cold of man-made origin
699,X08.2,Exposure to other furniture fire
704,W49.9,Exposure to other inanimate mechanical forces
842,W88.8,Exposure to other ionizing radiation
842,W89.8,Exposure to other man-made visible and ultraviolet light
704,W42.9,Exposure to other noise
842,W90.8,Exposure to other nonionizing radiation
699,X08.8,"Exposure to other specified smoke, fire and flames"
842,W94.0,Exposure to prolonged high air pressure
842,W94.1,Exposure to prolonged low air pressure
842,W88.1,Exposure to radioactive isotopes
842,W90.0,Exposure to radiofrequency
842,W94.2,Exposure to rapid changes in air pressure during ascent
842,W94.3,Exposure to rapid changes in air pressure during descent
699,X02.1,Exposure to smoke in controlled fire in bldg
699,X03.1,"Exposure to smoke in controlled fire, not in bldg"
699,X00.1,Exposure to smoke in uncontrolled fire in bldg
699,X01.1,"Exposure to smoke in uncontrolled fire, not in bldg"
699,X08.1,Exposure to sofa fire
704,W42.0,Exposure to supersonic waves
842,W89.1,Exposure to tanning bed
842,W89.9,Exposure to unsp man-made visible and ultraviolet light
842,W89.0,Exposure to welding light (arc)
842,W88.0,Exposure to X-rays
585,F80.1,Expressive language disorder
641,Q64.1,Exstrophy of urinary bladder
408,A28.2,Extraintestinal yersiniosis
486,C90.2,Extramedullary plasmacytoma
485,C86.0,"Extranodal NK/T-cell lymphoma, nasal type"
557,G25.9,"Extrapyramidal and movement disorder, unspecified"
381,P07.2,Extreme immaturity of newborn
381,P07.0,Extremely low birth weight newborn
486,C88.4,Extrnod mrgnl zn B-cell lymph of mucosa-assoc lymphoid tiss
653,L98.1,Factitial dermatitis
585,F68.1,Factitious disorder
371,O07.4,Failed attempted termination of pregnancy w/o complication
371,O07.3,Failed attempted term of pregnancy w oth and unsp comp
379,O61.9,"Failed induction of labor, unspecified"
379,O61.1,Failed instrumental induction of labor
379,O61.0,Failed medical induction of labor
379,O29.6,Failed or difficult intubation for anesth during pregnancy
379,O89.6,Failed or difficult intubation for anesth during the puerp
379,O74.7,Failed or difficult intubation for anesth dur labor and del
370,O66.4,Failed trial of labor
708,Y62.2,Fail of steril precaut dur kidney dialysis and oth perfusion
708,Y63.8,Failure in dosage during other surgical and medical care
708,Y63.9,Failure in dosage during unsp surgical and medical care
708,Y63.4,Failure in dosage in electroshock or insulin-shock therapy
708,Y65.2,Failure in suture or ligature during surgical operation
708,Y62.4,Failure of sterile precautions during endoscopic examination
708,Y62.5,Failure of sterile precautions during heart catheterization
708,Y62.1,Failure of sterile precautions during infusn/transfusn
708,Y62.0,Failure of sterile precautions during surgical operation
708,Y62.6,"Failure of steril precaut during aspirat, pnctr and oth cath"
708,Y62.3,Failure of steril precaut during injection or immunization
708,Y62.8,Failure of steril precaut during oth surg and medical care
708,Y62.9,Failure of steril precaut during unsp surg and medical care
708,Y65.4,Failure to introduce or to remove other tube or instrument
385,P92.6,Failure to thrive in newborn
697,W18.0,Fall due to bumping against object
695,V91.2,Fall due to collision betw watercraft and oth wtrcrft/obj
699,X03.3,"Fall due to controlled fire, not in building or structure"
699,X01.3,"Fall due to uncontrolled fire, not in building or structure"
699,X02.3,Fall from burning building or structure in controlled fire
699,X00.3,Fall from burning building or structure in uncontrolled fire
697,W17.4,Fall from dock
697,W05.2,Fall from non-moving motorized mobility scooter
697,W05.1,Fall from non-moving nonmotorized scooter
697,W05.0,Fall from non-moving wheelchair
697,W18.1,Fall from or off toilet
697,W13.0,"Fall from, out of or through balcony"
697,W13.1,"Fall from, out of or through bridge"
697,W13.9,"Fall from, out of or through building, not otherwise spcf"
697,W13.8,"Fall from, out of or through other building or structure"
697,W13.2,"Fall from, out of or through roof"
697,W13.4,"Fall from, out of or through window"
697,W09.1,Fall from playground swing
697,W00.1,Fall from stairs and steps due to ice and snow
697,W16.2,Fall in (into) filled bathtub or bucket of water
697,W18.2,Fall in (into) shower or empty bathtub
697,W17.3,Fall into empty swimming pool
697,W17.2,Fall into hole
697,W16.1,Fall into natural body of water
697,W16.3,Fall into other water
697,W17.1,Fall into storm drain or manhole
697,W16.0,Fall into swimming pool
697,W16.4,Fall into unspecified water
697,W17.0,Fall into well
695,V93.3,Fall on board watercraft
697,W10.0,Fall (on)(from) escalator
697,W10.2,Fall (on)(from) incline
697,W10.8,Fall (on) (from) other stairs and steps
697,W10.1,Fall (on)(from) sidewalk curb
697,W10.9,Fall (on) (from) unspecified stairs and steps
697,W09.2,Fall on or from jungle gym
697,W09.8,Fall on or from other playground equipment
697,W09.0,Fall on or from playground slide
697,W00.0,Fall on same level due to ice and snow
697,W01.0,Fall on same level from slip/trip w/o strike against object
697,W01.1,Fall on same level from slip/trip w strike against object
697,W13.3,Fall through floor
379,O47.1,False labor at or after 37 completed weeks of gestation
379,O47.0,False labor before 37 completed weeks of gestation
379,O47.9,"False labor, unspecified"
557,G90.1,Familial dysautonomia [Riley-Day]
619,D75.0,Familial erythrocytosis
337,A84.0,Far Eastern tick-borne encephalitis
520,J67.0,Farmer's lung
364,B66.3,Fascioliasis
364,B66.5,Fasciolopsiasis
525,K76.0,"Fatty (change of) liver, not elsewhere classified"
653,L98.2,Febrile neutrophilic dermatosis [Sweet]
385,P92.9,"Feeding problem of newborn, unspecified"
627,M05.0,Felty's syndrome
603,N81.9,"Female genital prolapse, unspecified"
641,Q56.2,"Female pseudohermaphroditism, not elsewhere classified"
641,Q97.3,"Female with 46, XY karyotype"
641,Q97.1,Female with more than three X chromosomes
560,Q86.0,Fetal alcohol syndrome (dysmorphic)
641,Q86.0,Fetal alcohol syndrome (dysmorphic)
641,Q86.1,Fetal hydantoin syndrome
379,O77.1,Fetal stress in labor or delivery due to drug administration
585,F65.0,Fetishism
429,N60.2,Fibroadenosis of breast
429,N60.3,Fibrosclerosis of breast
354,B74.1,Filariasis due to Brugia malayi
354,B74.2,Filariasis due to Brugia timori
354,B74.0,Filariasis due to Wuchereria bancrofti
365,B74.9,"Filariasis, unspecified"
354,B74.9,"Filariasis, unspecified"
560,R78.0,Finding of alcohol in blood
561,R78.2,Finding of cocaine in blood
561,R78.3,Finding of hallucinogen in blood
561,R78.1,Finding of opiate drug in blood
561,R78.4,Finding of other drugs of addictive potential in blood
561,R78.5,Finding of other psychotropic drug in blood
541,K64.0,First degree hemorrhoids
367,O70.0,First degree perineal laceration during delivery
379,O70.0,First degree perineal laceration during delivery
641,Q30.2,"Fissured, notched and cleft nose"
529,K38.3,Fistula of appendix
534,K83.3,Fistula of bile duct
534,K82.3,Fistula of gallbladder
680,K11.4,Fistula of salivary gland
527,K31.6,Fistula of stomach and duodenum
594,N31.2,"Flaccid neuropathic bladder, not elsewhere classified"
639,M40.3,Flatback syndrome
695,V00.3,Flat-bottomed pedestrian conveyance accident
520,J66.1,Flax-dressers' disease
322,J10.1,Flu due to oth ident influenza virus w oth resp manifest
322,J11.1,Flu due to unidentified influenza virus w oth resp manifest
364,B66.9,"Fluke infection, unspecified"
669,H30.0,Focal chorioretinal inflammation
391,D52.9,"Folate deficiency anemia, unspecified"
603,N83.0,Follicular cyst of ovary
485,C82.0,Follicular lymphoma grade I
485,C82.1,Follicular lymphoma grade II
485,C82.3,Follicular lymphoma grade IIIa
485,C82.4,Follicular lymphoma grade IIIb
485,C82.2,"Follicular lymphoma grade III, unspecified"
485,C82.9,"Follicular lymphoma, unspecified"
302,A05.4,Foodborne Bacillus cereus intoxication
302,A05.2,Foodborne Clostridium perfringens intoxication
302,A05.0,Foodborne staphylococcal intoxication
302,A05.3,Foodborne Vibrio parahaemolyticus intoxication
302,A05.5,Foodborne Vibrio vulnificus intoxication
708,Y83.3,"Form of external stoma cause abn react/compl, w/o misadvnt"
594,N49.3,Fournier gangrene
541,K64.3,Fourth degree hemorrhoids
367,O70.3,Fourth degree perineal laceration during delivery
379,O70.3,Fourth degree perineal laceration during delivery
669,H49.1,Fourth [trochlear] nerve palsy
382,P13.4,Fracture of clavicle due to birth injury
382,P13.0,Fracture of skull due to birth injury
641,Q99.2,Fragile X chromosome
641,Q01.0,Frontal encephalocele
543,G31.0,Frontotemporal dementia
541,K59.1,Functional diarrhea
541,K59.9,"Functional intestinal disorder, unspecified"
641,Q70.0,Fused fingers
641,Q70.2,Fused toes
641,Q52.5,Fusion of labia
379,O92.6,Galactorrhea
530,K56.3,Gallstone ileus
350,B56.0,Gambiense trypanosomiasis
408,B27.0,Gammaherpesviral mononucleosis
653,A66.5,Gangosa
527,K31.4,Gastric diverticulum
527,K25.9,"Gastric ulcer, unsp as acute or chronic, w/o hemor or perf"
507,I86.4,Gastric varices
528,K29.7,"Gastritis, unspecified"
528,K29.9,"Gastroduodenitis, unspecified"
532,K52.0,Gastroenteritis and colitis due to radiation
541,K22.6,Gastro-esophageal laceration-hemorrhage syndrome
541,K21.0,Gastro-esophageal reflux disease with esophagitis
541,K21.9,Gastro-esophageal reflux disease without esophagitis
408,A22.2,Gastrointestinal anthrax
408,A21.3,Gastrointestinal tularemia
527,K28.9,"Gastrojejunal ulcer, unsp as acute or chr, w/o hemor or perf"
641,Q79.3,Gastroschisis
619,K94.2,Gastrostomy complications
585,F64.1,Gender identity disorder in adolescence and adulthood
585,F64.2,Gender identity disorder of childhood
585,F64.9,"Gender identity disorder, unspecified"
571,F41.1,Generalized anxiety disorder
585,F41.1,Generalized anxiety disorder
545,G40.3,Generalized idiopathic epilepsy and epileptic syndromes
408,A21.7,Generalized tularemia
619,D72.0,Genetic anomalies of leukocytes
557,G24.1,Genetic torsion dystonia
379,O22.1,Genital varices in pregnancy
371,O03.5,Genitl trct and pelvic infct fol complete or unsp spon abort
371,O07.0,Genitl trct and pelvic infct fol failed attempt term of preg
371,O04.5,Genitl trct and pelvic infct fol (induced) term of pregnancy
371,O03.0,Genitl trct and pelvic infection fol incmpl spon abortion
680,K14.1,Geographic tongue
408,B48.3,Geotrichosis
375,O24.4,Gestational diabetes mellitus
369,O12.0,Gestational edema
369,O12.2,Gestational edema with proteinuria
369,O13.1,"Gestational htn w/o significant proteinuria, first trimester"
369,O13.3,"Gestational htn w/o significant proteinuria, third trimester"
369,O13.9,"Gestational htn w/o significant proteinuria, unsp trimester"
369,O12.1,Gestational proteinuria
369,O13.2,"Gestatnl htn w/o significant proteinuria, second trimester"
639,M31.5,Giant cell arteritis with polymyalgia rheumatica
318,A07.1,Giardiasis [lambliasis]
302,A07.1,Giardiasis [lambliasis]
619,E80.4,Gilbert syndrome
680,K06.2,Gingival & edentulous alveolar ridge lesions assoc w trauma
680,K06.1,Gingival enlargement
680,K06.0,Gingival recession
408,A24.0,Glanders
669,H40.6,Glaucoma secondary to drugs
669,H40.4,Glaucoma secondary to eye inflammation
669,H40.3,Glaucoma secondary to eye trauma
669,H40.5,Glaucoma secondary to other eye disorders
669,H40.0,Glaucoma suspect
695,V96.2,Glider (nonpowered) accident injuring occupant
695,V00.2,Gliding-type pedestrian conveyance accident
680,K14.0,Glossitis
680,K14.6,Glossodynia
619,E76.9,"Glucosaminoglycan metabolism disorder, unspecified"
